service group,department,organisation,staff group,metric,month
Corporate Support Services,Trustwide Schemes,Bank Nurses 75450,Administrative and Clerical,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank Nurses 75450,Additional Clinical Services,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank Nurses 75450,Add Prof Scientific and Technic,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank 00014,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Court Assessment Team 54400,Additional Clinical Services,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Bridgwater Crisis Resolution Team 52100,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Perinatal 50106,Add Prof Scientific and Technic,Sickness,24
Mental Health and Learning Disabilities,Talking Therapies,Talking Therapies Team 55304,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,STEP (EIP),Somerset Team For Early Psychosis (STEP) 55303,Nursing and Midwifery Registered,Sickness,24
Medical Services,Acute/General Medicine DEPT,CLOSED Other Medical - Med Staff 76262,Medical and Dental,Sickness,24
Mental Health and Learning Disabilities,Suicide Prevention,Suicide Prevention 58003,Add Prof Scientific and Technic,Sickness,24
Medical Services,Acute/General Medicine DEPT,CLOSED - Internal Medicine Medical Staff 76262,Medical and Dental,Sickness,24
Medical Services,Acute/General Medicine DEPT,CLOSED - Internal Medicine Medical Staff 76262,Medical and Dental,Hires,24
Medical Services,Acute/General Medicine DEPT,Acute Phys Medical Staff 76208,Medical and Dental,Sickness,24
Mental Health and Learning Disabilities,Talking Therapies,Talking Therapies Team 55304,Add Prof Scientific and Technic,Sickness,24
Medical Services,Acute/General Medicine DEPT,Acute Medical Unit 20201,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Talking Therapies,Talking Therapies Team 55304,Additional Clinical Services,Sickness,24
Mental Health and Learning Disabilities,Talking Therapies,Talking Therapies Team 55304,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Talking Therapies,Talking Therapies Trainees 55306,Add Prof Scientific and Technic,Sickness,24
Medical Services,Acute/General Medicine DEPT,AMU - 6B 76209,Nursing and Midwifery Registered,Sickness,24
Medical Services,Acute/General Medicine DEPT,Acute Medical Unit 20201,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Ash Ward Team 50160,Additional Clinical Services,Sickness,24
Medical Services,Acute/General Medicine DEPT,Acute Medical Unit 20201,Additional Clinical Services,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Ash Ward Team 50160,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Ash Ward Team 50160,Allied Health Professionals,Sickness,24
Medical Services,Acute/General Medicine DEPT,AMU Med Staff 20200,Medical and Dental,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Ash Ward Team 50160,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Bridgwater Crisis Resolution Team 52100,Add Prof Scientific and Technic,Sickness,24
Medical Services,Acute/General Medicine DEPT,AMU Med Staff 20200,Add Prof Scientific and Technic,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Bridgwater Crisis Resolution Team 52100,Additional Clinical Services,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank 00014,Medical and Dental,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank 00014,Estates and Ancillary,Sickness,24
Medical Services,Acute/General Medicine DEPT,Exmoor Ward 20203,Additional Clinical Services,Sickness,24
Corporate Support Services,Safeguarding,Safeguarding 00207,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Strategic Projects,Design And Management Fee Account 97301,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Specialist Community Forensic 54404,Administrative and Clerical,Sickness,24
Clinical Support and Cancer Services,Therapies DEPT,Physio - MPH 38200,Allied Health Professionals,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Specialist Community Forensic 54404,Medical and Dental,Sickness,24
Corporate Support Services,Safeguarding,Safeguarding PHN 00219,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Specialist Community Forensic 54404,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Safeguarding,Safeguarding PHN 00219,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Taunton Crisis Resolution Team 52101,Add Prof Scientific and Technic,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Taunton Crisis Resolution Team 52101,Additional Clinical Services,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Taunton Crisis Resolution Team 52101,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Taunton Crisis Resolution Team 52101,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Psychiatric Liaison Service - West 52150,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Safeguarding,Safeguarding 00207,Medical and Dental,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Urgent Care Hub 52102,Additional Clinical Services,Sickness,24
Corporate Support Services,Safeguarding,Safeguarding 00207,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Urgent Care Hub 52102,Administrative and Clerical,Sickness,24
Corporate Support Services,Safeguarding,Safeguarding 00207,Add Prof Scientific and Technic,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Urgent Care Hub 52102,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Yeovil Crisis Resolution Team 52201,Add Prof Scientific and Technic,Sickness,24
Corporate Support Services,Safeguarding,Liberty Protection Safeguards 00222,Administrative and Clerical,Sickness,24
Corporate Support Services,Safeguarding,Liberty Protection Safeguards 00222,Add Prof Scientific and Technic,Sickness,24
Corporate Support Services,Resourcing,Volunteers 75462,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Specialist Community Forensic 54404,Add Prof Scientific and Technic,Sickness,24
Corporate Support Services,Strategic Projects,Fundraisers 00163,Administrative and Clerical,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank 00014,Allied Health Professionals,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank (Acute) 02002,Additional Clinical Services,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank 00014,Administrative and Clerical,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank 00014,Additional Clinical Services,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank 00014,Add Prof Scientific and Technic,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank (Acute) 02002,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank (Acute) 02002,Healthcare Scientists,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Perinatal 50106,Additional Clinical Services,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Perinatal 50106,Administrative and Clerical,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank (Acute) 02002,Estates and Ancillary,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank (Acute) 02002,Allied Health Professionals,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank (Acute) 02002,Administrative and Clerical,Sickness,24
Corporate Support Services,Trustwide Schemes,Bank (Acute) 02002,Add Prof Scientific and Technic,Sickness,24
Corporate Support Services,Strategic Projects,Performance Management 00124,Administrative and Clerical,Sickness,24
Corporate Support Services,Trustwide Schemes,Admin & Clerical Bank 75449,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Perinatal 50106,Allied Health Professionals,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Perinatal 50106,Medical and Dental,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Perinatal 50106,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Psychiatric Liaison Service - East 52250,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Psychiatric Liaison Service - East 52250,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Psychiatric Liaison Service - West 52150,Add Prof Scientific and Technic,Sickness,24
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Psychiatric Liaison Service - West 52150,Administrative and Clerical,Sickness,24
Corporate Support Services,Student Support,NMET 02025,Additional Clinical Services,Sickness,24
Corporate Support Services,Strategic Projects,Surg Dev Phase 2 97502,Administrative and Clerical,Sickness,24
Medical Services,Acute/General Medicine DEPT,CLOSED Other Medical - Med staff 76262,Medical and Dental,Sickness,24
Mental Health and Learning Disabilities,STEP (EIP),Somerset Team For Early Psychosis (STEP) 55303,Administrative and Clerical,Sickness,24
Medical Services,Care of the Older Person DEPT,Acute Frailty Unit 20402,Nursing and Midwifery Registered,Sickness,24
Medical Services,Cardiology,Cardiology Med Staff 21000,Administrative and Clerical,Sickness,24
Medical Services,Cardiology,Cath Lab 21005,Additional Clinical Services,Sickness,24
Mental Health and Learning Disabilities,Inpatients DEPT,Willow Ward Team 50190,Additional Clinical Services,Sickness,24
Medical Services,Cardiology,Cardiology Medical Staff 76260,Medical and Dental,Sickness,24
Mental Health and Learning Disabilities,Inpatients DEPT,Willow Ward Team 50190,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Inpatients DEPT,Willow Ward Team 50190,Allied Health Professionals,Sickness,24
Medical Services,Cardiology,Cardiology Med Staff 21000,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Inpatients DEPT,Willow Ward Team 50190,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Learning Difficulties,Learning Disabilities East 53200,Add Prof Scientific and Technic,Sickness,24
Medical Services,Cardiology,Cardiology Med Staff 21000,Medical and Dental,Sickness,24
Medical Services,Cardiology,Cardiology Med Staff 21000,Allied Health Professionals,Sickness,24
Mental Health and Learning Disabilities,Learning Difficulties,Learning Disabilities East 53200,Additional Clinical Services,Sickness,24
Mental Health and Learning Disabilities,Inpatients DEPT,Wessex House Team 40110,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Learning Difficulties,Learning Disabilities East 53200,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Learning Difficulties,Learning Disabilities East 53200,Allied Health Professionals,Sickness,24
Medical Services,Cardiology,Cardiology Med Staff 21000,Add Prof Scientific and Technic,Sickness,24
Mental Health and Learning Disabilities,Learning Difficulties,Learning Disabilities East 53200,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Learning Difficulties,Learning Disabilities West 53100,Add Prof Scientific and Technic,Sickness,24
Medical Services,Cardiology,Cardiology 21003,Healthcare Scientists,Sickness,24
Mental Health and Learning Disabilities,Learning Difficulties,Learning Disabilities West 53100,Additional Clinical Services,Sickness,24
Mental Health and Learning Disabilities,Learning Difficulties,Learning Disabilities West 53100,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Learning Difficulties,Learning Disabilities West 53100,Allied Health Professionals,Sickness,24
Medical Services,Cardiology,Cardiology 21003,Additional Clinical Services,Sickness,24
Mental Health and Learning Disabilities,Inpatients DEPT,Wessex House Team 40110,Nursing and Midwifery Registered,Sickness,24
Medical Services,Cardiology,Cath Lab 21005,Estates and Ancillary,Sickness,24
Mental Health and Learning Disabilities,Learning Difficulties,Rapid Intervention Team 53000,Add Prof Scientific and Technic,Sickness,24
Medical Services,Cardiology,Fielding Ward 21004,Administrative and Clerical,Sickness,24
Mental Health and Learning Disabilities,Inpatients DEPT,Rowan Ward 2 50281,Estates and Ancillary,Sickness,24
Mental Health and Learning Disabilities,Inpatients DEPT,Rowan Ward 2 50281,Nursing and Midwifery Registered,Sickness,24
Mental Health and Learning Disabilities,Inpatients DEPT,Rydon ECT Suite 50181,Nursing and Midwifery Registered,Sickness,24
Medical Services,Care of the Older Person DEPT,Acute Frailty Unit 20402,Administrative and Clerical,Sickness,24
Medical Services,Care of the Older Person DEPT,Acute Frailty Unit 20402,Additional Clinical Services,Sickness,24
Medical Services,Cardiology,Medicine Ward 8A 76280,Nursing and Midwifery Registered,Sickness,24
